2026-01-03 02:54:35,202 | INFO    | system:global | platform:139 | initialize | Bootstrapping this Agentic Platform
2026-01-03 20:31:06,759 | INFO    | system:global | tool_registry:32 | load | Registered tool: http_request
2026-01-03 20:31:07,621 | INFO    | system:global | tool_registry:32 | load | Registered tool: fastmcp_client
2026-01-03 20:31:07,621 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:31:07,622 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:31:07,622 | INFO    | system:global | tool_policy:14 | __init__ | Initializing Tool Policy
2026-01-03 20:31:07,622 | INFO    | system:global | platform:163 | initialize | ToolClient initialized
2026-01-03 20:31:07,622 | INFO    | system:global | model_manager:73 | __init__ | Loading Embedding Factory
2026-01-03 20:31:07,622 | INFO    | system:global | embedding_factory:72 | load_config | EmbeddingFactory config loaded
2026-01-03 20:31:07,622 | INFO    | system:global | embedding_factory:115 | get | Provider and Model: 'ollama' and 'nomic-embed-text:latest'
2026-01-03 20:31:07,622 | INFO    | system:global | embedding_factory:116 | get | Embedding Config chosen: {'module': 'llm.embeddings.adapters.ollama_embedding_client', 'class': 'OllamaEmbeddingClient', 'endpoint': 'http://localhost:11434/api/embeddings', 'models': ['nomic-embed-text:latest']}
2026-01-03 20:31:07,634 | INFO    | system:global | ollama_embedding_client:51 | __init__ | Adapter 'llm.embeddings.adapters.ollama_embedding_client' initialized ...
2026-01-03 20:31:07,634 | INFO    | system:global | model_manager:80 | __init__ | Loading Store Factory
2026-01-03 20:31:07,634 | INFO    | system:global | store_factory:70 | load_config | StoreFactory config loaded
2026-01-03 20:31:07,634 | INFO    | system:global | model_manager:87 | __init__ | Initializing Memory Manager
2026-01-03 20:31:07,634 | INFO    | system:global | memory_manager:46 | __init__ | Memory Manager initialized
2026-01-03 20:31:07,635 | INFO    | system:global | model_manager:97 | __init__ | Loading Chat Model Factory
2026-01-03 20:31:07,635 | INFO    | system:global | chatmodel_factory:52 | load_config | ChatModelFactory config loaded
2026-01-03 20:32:45,452 | INFO    | system:global | platform:139 | initialize | Bootstrapping this Agentic Platform
2026-01-03 20:32:45,452 | INFO    | system:global | tool_registry:26 | load | Loading platform tools
2026-01-03 20:32:45,453 | INFO    | system:global | tool_registry:32 | load | Registered tool: web_search
2026-01-03 20:32:45,453 | INFO    | system:global | tool_registry:32 | load | Registered tool: calculator
2026-01-03 20:32:45,453 | INFO    | system:global | tool_registry:32 | load | Registered tool: python_exec
2026-01-03 20:32:45,453 | INFO    | system:global | tool_registry:32 | load | Registered tool: memory_write
2026-01-03 20:32:45,453 | INFO    | system:global | tool_registry:32 | load | Registered tool: memory_read
2026-01-03 20:32:45,454 | INFO    | system:global | tool_registry:32 | load | Registered tool: vector_search
2026-01-03 20:32:45,516 | INFO    | system:global | tool_registry:32 | load | Registered tool: http_request
2026-01-03 20:32:46,329 | INFO    | system:global | tool_registry:32 | load | Registered tool: fastmcp_client
2026-01-03 20:32:46,329 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:32:46,329 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:32:46,329 | INFO    | system:global | tool_policy:14 | __init__ | Initializing Tool Policy
2026-01-03 20:32:46,330 | INFO    | system:global | platform:163 | initialize | ToolClient initialized
2026-01-03 20:32:46,330 | INFO    | system:global | model_manager:73 | __init__ | Loading Embedding Factory
2026-01-03 20:32:46,330 | INFO    | system:global | embedding_factory:72 | load_config | EmbeddingFactory config loaded
2026-01-03 20:32:46,330 | INFO    | system:global | embedding_factory:115 | get | Provider and Model: 'ollama' and 'nomic-embed-text:latest'
2026-01-03 20:32:46,330 | INFO    | system:global | embedding_factory:116 | get | Embedding Config chosen: {'module': 'llm.embeddings.adapters.ollama_embedding_client', 'class': 'OllamaEmbeddingClient', 'endpoint': 'http://localhost:11434/api/embeddings', 'models': ['nomic-embed-text:latest']}
2026-01-03 20:32:46,331 | INFO    | system:global | ollama_embedding_client:51 | __init__ | Adapter 'llm.embeddings.adapters.ollama_embedding_client' initialized ...
2026-01-03 20:32:46,331 | INFO    | system:global | model_manager:80 | __init__ | Loading Store Factory
2026-01-03 20:32:46,331 | INFO    | system:global | store_factory:70 | load_config | StoreFactory config loaded
2026-01-03 20:32:46,331 | INFO    | system:global | model_manager:87 | __init__ | Initializing Memory Manager
2026-01-03 20:32:46,331 | INFO    | system:global | memory_manager:46 | __init__ | Memory Manager initialized
2026-01-03 20:32:46,331 | INFO    | system:global | model_manager:97 | __init__ | Loading Chat Model Factory
2026-01-03 20:32:46,331 | INFO    | system:global | chatmodel_factory:52 | load_config | ChatModelFactory config loaded
2026-01-03 20:33:36,914 | INFO    | system:global | platform:139 | initialize | Bootstrapping this Agentic Platform
2026-01-03 20:33:36,914 | INFO    | system:global | tool_registry:26 | load | Loading platform tools
2026-01-03 20:33:36,914 | INFO    | system:global | tool_registry:32 | load | Registered tool: web_search
2026-01-03 20:33:36,915 | INFO    | system:global | tool_registry:32 | load | Registered tool: calculator
2026-01-03 20:33:36,915 | INFO    | system:global | tool_registry:32 | load | Registered tool: python_exec
2026-01-03 20:33:36,915 | INFO    | system:global | tool_registry:32 | load | Registered tool: memory_write
2026-01-03 20:33:36,915 | INFO    | system:global | tool_registry:32 | load | Registered tool: memory_read
2026-01-03 20:33:36,916 | INFO    | system:global | tool_registry:32 | load | Registered tool: vector_search
2026-01-03 20:33:36,977 | INFO    | system:global | tool_registry:32 | load | Registered tool: http_request
2026-01-03 20:33:37,801 | INFO    | system:global | tool_registry:32 | load | Registered tool: fastmcp_client
2026-01-03 20:33:37,801 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:33:37,802 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:33:37,802 | INFO    | system:global | tool_policy:14 | __init__ | Initializing Tool Policy
2026-01-03 20:33:37,802 | INFO    | system:global | platform:163 | initialize | ToolClient initialized
2026-01-03 20:33:37,802 | INFO    | system:global | model_manager:73 | __init__ | Loading Embedding Factory
2026-01-03 20:33:37,802 | INFO    | system:global | embedding_factory:72 | load_config | EmbeddingFactory config loaded
2026-01-03 20:33:37,802 | INFO    | system:global | embedding_factory:115 | get | Provider and Model: 'ollama' and 'nomic-embed-text:latest'
2026-01-03 20:33:37,802 | INFO    | system:global | embedding_factory:116 | get | Embedding Config chosen: {'module': 'llm.embeddings.adapters.ollama_embedding_client', 'class': 'OllamaEmbeddingClient', 'endpoint': 'http://localhost:11434/api/embeddings', 'models': ['nomic-embed-text:latest']}
2026-01-03 20:33:37,803 | INFO    | system:global | ollama_embedding_client:51 | __init__ | Adapter 'llm.embeddings.adapters.ollama_embedding_client' initialized ...
2026-01-03 20:33:37,803 | INFO    | system:global | model_manager:80 | __init__ | Loading Store Factory
2026-01-03 20:33:37,803 | INFO    | system:global | store_factory:70 | load_config | StoreFactory config loaded
2026-01-03 20:33:37,804 | INFO    | system:global | model_manager:87 | __init__ | Initializing Memory Manager
2026-01-03 20:33:37,804 | INFO    | system:global | memory_manager:46 | __init__ | Memory Manager initialized
2026-01-03 20:33:37,804 | INFO    | system:global | model_manager:97 | __init__ | Loading Chat Model Factory
2026-01-03 20:33:37,804 | INFO    | system:global | chatmodel_factory:52 | load_config | ChatModelFactory config loaded
2026-01-03 20:33:37,804 | INFO    | system:global | chatmodel_factory:85 | get | Provider and Model: 'ollama' and 'None'
2026-01-03 20:33:37,804 | INFO    | system:global | chatmodel_factory:86 | get | ChatModel Config chosen: {'module': 'llm.chatmodels.adapters.ollama_chatmodel', 'class': 'OllamaChatModel', 'endpoint': 'http://localhost:11434', 'models': ['qwen2:0.5b', 'llama3.2'], 'max_tokens': 512, 'temperature': 0.7, 'request_timeout': 120.0, 'apis': {'chat': {'uri': '/api/chat', 'payload_template': {'messages': [{'role': 'system', 'content': ''}, {'role': 'user', 'content': ''}], 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'generate': {'uri': '/api/generate', 'payload_template': {'prompt': '', 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'response': '', 'done': True, 'done_reason': 'stop', 'context': [], 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'models': {'uri': '/api/tags', 'response_template': {'models': [{'name': '', 'model': '', 'size': ''}]}}}}
2026-01-03 20:34:20,416 | INFO    | system:global | platform:139 | initialize | Bootstrapping this Agentic Platform
2026-01-03 20:34:20,417 | INFO    | system:global | tool_registry:26 | load | Loading platform tools
2026-01-03 20:34:20,417 | INFO    | system:global | tool_registry:32 | load | Registered tool: web_search
2026-01-03 20:34:20,417 | INFO    | system:global | tool_registry:32 | load | Registered tool: calculator
2026-01-03 20:34:20,417 | INFO    | system:global | tool_registry:32 | load | Registered tool: python_exec
2026-01-03 20:34:20,418 | INFO    | system:global | tool_registry:32 | load | Registered tool: memory_write
2026-01-03 20:34:20,418 | INFO    | system:global | tool_registry:32 | load | Registered tool: memory_read
2026-01-03 20:34:20,418 | INFO    | system:global | tool_registry:32 | load | Registered tool: vector_search
2026-01-03 20:34:20,480 | INFO    | system:global | tool_registry:32 | load | Registered tool: http_request
2026-01-03 20:34:21,300 | INFO    | system:global | tool_registry:32 | load | Registered tool: fastmcp_client
2026-01-03 20:34:21,300 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:34:21,300 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:34:21,301 | INFO    | system:global | tool_policy:14 | __init__ | Initializing Tool Policy
2026-01-03 20:34:21,301 | INFO    | system:global | platform:163 | initialize | ToolClient initialized
2026-01-03 20:34:21,301 | INFO    | system:global | model_manager:73 | __init__ | Loading Embedding Factory
2026-01-03 20:34:21,301 | INFO    | system:global | embedding_factory:72 | load_config | EmbeddingFactory config loaded
2026-01-03 20:34:21,301 | INFO    | system:global | embedding_factory:115 | get | Provider and Model: 'ollama' and 'nomic-embed-text:latest'
2026-01-03 20:34:21,301 | INFO    | system:global | embedding_factory:116 | get | Embedding Config chosen: {'module': 'llm.embeddings.adapters.ollama_embedding_client', 'class': 'OllamaEmbeddingClient', 'endpoint': 'http://localhost:11434/api/embeddings', 'models': ['nomic-embed-text:latest']}
2026-01-03 20:34:21,302 | INFO    | system:global | ollama_embedding_client:51 | __init__ | Adapter 'llm.embeddings.adapters.ollama_embedding_client' initialized ...
2026-01-03 20:34:21,302 | INFO    | system:global | model_manager:80 | __init__ | Loading Store Factory
2026-01-03 20:34:21,302 | INFO    | system:global | store_factory:70 | load_config | StoreFactory config loaded
2026-01-03 20:34:21,302 | INFO    | system:global | model_manager:87 | __init__ | Initializing Memory Manager
2026-01-03 20:34:21,302 | INFO    | system:global | memory_manager:46 | __init__ | Memory Manager initialized
2026-01-03 20:34:21,302 | INFO    | system:global | model_manager:97 | __init__ | Loading Chat Model Factory
2026-01-03 20:34:21,303 | INFO    | system:global | chatmodel_factory:52 | load_config | ChatModelFactory config loaded
2026-01-03 20:34:21,303 | INFO    | system:global | chatmodel_factory:85 | get | Provider and Model: 'ollama' and 'None'
2026-01-03 20:34:21,303 | INFO    | system:global | chatmodel_factory:86 | get | ChatModel Config chosen: {'module': 'llm.chatmodels.adapters.ollama_chatmodel', 'class': 'OllamaChatModel', 'endpoint': 'http://localhost:11434', 'models': ['qwen2:0.5b', 'llama3.2'], 'max_tokens': 512, 'temperature': 0.7, 'request_timeout': 120.0, 'apis': {'chat': {'uri': '/api/chat', 'payload_template': {'messages': [{'role': 'system', 'content': ''}, {'role': 'user', 'content': ''}], 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'generate': {'uri': '/api/generate', 'payload_template': {'prompt': '', 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'response': '', 'done': True, 'done_reason': 'stop', 'context': [], 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'models': {'uri': '/api/tags', 'response_template': {'models': [{'name': '', 'model': '', 'size': ''}]}}}}
2026-01-03 20:35:01,583 | INFO    | system:global | platform:139 | initialize | Bootstrapping this Agentic Platform
2026-01-03 20:35:01,583 | INFO    | system:global | tool_registry:26 | load | Loading platform tools
2026-01-03 20:35:01,584 | INFO    | system:global | tool_registry:32 | load | Registered tool: web_search
2026-01-03 20:35:01,584 | INFO    | system:global | tool_registry:32 | load | Registered tool: calculator
2026-01-03 20:35:01,584 | INFO    | system:global | tool_registry:32 | load | Registered tool: python_exec
2026-01-03 20:35:01,584 | INFO    | system:global | tool_registry:32 | load | Registered tool: memory_write
2026-01-03 20:35:01,584 | INFO    | system:global | tool_registry:32 | load | Registered tool: memory_read
2026-01-03 20:35:01,585 | INFO    | system:global | tool_registry:32 | load | Registered tool: vector_search
2026-01-03 20:35:01,675 | INFO    | system:global | tool_registry:32 | load | Registered tool: http_request
2026-01-03 20:35:02,631 | INFO    | system:global | tool_registry:32 | load | Registered tool: fastmcp_client
2026-01-03 20:35:02,631 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:35:02,632 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:35:02,632 | INFO    | system:global | tool_policy:14 | __init__ | Initializing Tool Policy
2026-01-03 20:35:02,632 | INFO    | system:global | platform:163 | initialize | ToolClient initialized
2026-01-03 20:35:02,632 | INFO    | system:global | model_manager:73 | __init__ | Loading Embedding Factory
2026-01-03 20:35:02,632 | INFO    | system:global | embedding_factory:72 | load_config | EmbeddingFactory config loaded
2026-01-03 20:35:02,632 | INFO    | system:global | embedding_factory:115 | get | Provider and Model: 'ollama' and 'nomic-embed-text:latest'
2026-01-03 20:35:02,632 | INFO    | system:global | embedding_factory:116 | get | Embedding Config chosen: {'module': 'llm.embeddings.adapters.ollama_embedding_client', 'class': 'OllamaEmbeddingClient', 'endpoint': 'http://localhost:11434/api/embeddings', 'models': ['nomic-embed-text:latest']}
2026-01-03 20:35:02,633 | INFO    | system:global | ollama_embedding_client:51 | __init__ | Adapter 'llm.embeddings.adapters.ollama_embedding_client' initialized ...
2026-01-03 20:35:02,633 | INFO    | system:global | model_manager:80 | __init__ | Loading Store Factory
2026-01-03 20:35:02,633 | INFO    | system:global | store_factory:70 | load_config | StoreFactory config loaded
2026-01-03 20:35:02,633 | INFO    | system:global | model_manager:87 | __init__ | Initializing Memory Manager
2026-01-03 20:35:02,633 | INFO    | system:global | memory_manager:46 | __init__ | Memory Manager initialized
2026-01-03 20:35:02,633 | INFO    | system:global | model_manager:97 | __init__ | Loading Chat Model Factory
2026-01-03 20:35:02,634 | INFO    | system:global | chatmodel_factory:52 | load_config | ChatModelFactory config loaded
2026-01-03 20:35:02,634 | INFO    | system:global | chatmodel_factory:85 | get | Provider and Model: 'ollama' and 'None'
2026-01-03 20:35:02,634 | INFO    | system:global | chatmodel_factory:86 | get | ChatModel Config chosen: {'module': 'llm.chatmodels.adapters.ollama_chatmodel', 'class': 'OllamaChatModel', 'endpoint': 'http://localhost:11434', 'models': ['qwen2:0.5b', 'llama3.2'], 'max_tokens': 512, 'temperature': 0.7, 'request_timeout': 120.0, 'apis': {'chat': {'uri': '/api/chat', 'payload_template': {'messages': [{'role': 'system', 'content': ''}, {'role': 'user', 'content': ''}], 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'generate': {'uri': '/api/generate', 'payload_template': {'prompt': '', 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'response': '', 'done': True, 'done_reason': 'stop', 'context': [], 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'models': {'uri': '/api/tags', 'response_template': {'models': [{'name': '', 'model': '', 'size': ''}]}}}}
2026-01-03 20:35:21,081 | INFO    | system:global | platform:139 | initialize | Bootstrapping this Agentic Platform
2026-01-03 20:35:21,082 | INFO    | system:global | tool_registry:26 | load | Loading platform tools
2026-01-03 20:35:21,082 | INFO    | system:global | tool_registry:32 | load | Registered tool: web_search
2026-01-03 20:35:21,082 | INFO    | system:global | tool_registry:32 | load | Registered tool: calculator
2026-01-03 20:35:21,082 | INFO    | system:global | tool_registry:32 | load | Registered tool: python_exec
2026-01-03 20:35:21,083 | INFO    | system:global | tool_registry:32 | load | Registered tool: memory_write
2026-01-03 20:35:21,083 | INFO    | system:global | tool_registry:32 | load | Registered tool: memory_read
2026-01-03 20:35:21,083 | INFO    | system:global | tool_registry:32 | load | Registered tool: vector_search
2026-01-03 20:35:21,195 | INFO    | system:global | tool_registry:32 | load | Registered tool: http_request
2026-01-03 20:35:24,454 | INFO    | system:global | tool_registry:32 | load | Registered tool: fastmcp_client
2026-01-03 20:35:24,454 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:35:24,455 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:35:24,455 | INFO    | system:global | tool_policy:14 | __init__ | Initializing Tool Policy
2026-01-03 20:35:24,455 | INFO    | system:global | platform:163 | initialize | ToolClient initialized
2026-01-03 20:35:24,455 | INFO    | system:global | model_manager:73 | __init__ | Loading Embedding Factory
2026-01-03 20:35:24,455 | INFO    | system:global | embedding_factory:72 | load_config | EmbeddingFactory config loaded
2026-01-03 20:35:24,455 | INFO    | system:global | embedding_factory:115 | get | Provider and Model: 'ollama' and 'nomic-embed-text:latest'
2026-01-03 20:35:24,456 | INFO    | system:global | embedding_factory:116 | get | Embedding Config chosen: {'module': 'llm.embeddings.adapters.ollama_embedding_client', 'class': 'OllamaEmbeddingClient', 'endpoint': 'http://localhost:11434/api/embeddings', 'models': ['nomic-embed-text:latest']}
2026-01-03 20:35:24,456 | INFO    | system:global | ollama_embedding_client:51 | __init__ | Adapter 'llm.embeddings.adapters.ollama_embedding_client' initialized ...
2026-01-03 20:35:24,456 | INFO    | system:global | model_manager:80 | __init__ | Loading Store Factory
2026-01-03 20:35:24,456 | INFO    | system:global | store_factory:70 | load_config | StoreFactory config loaded
2026-01-03 20:35:24,457 | INFO    | system:global | model_manager:87 | __init__ | Initializing Memory Manager
2026-01-03 20:35:24,457 | INFO    | system:global | memory_manager:46 | __init__ | Memory Manager initialized
2026-01-03 20:35:24,457 | INFO    | system:global | model_manager:97 | __init__ | Loading Chat Model Factory
2026-01-03 20:35:24,457 | INFO    | system:global | chatmodel_factory:52 | load_config | ChatModelFactory config loaded
2026-01-03 20:35:24,457 | INFO    | system:global | chatmodel_factory:85 | get | Provider and Model: 'ollama' and 'None'
2026-01-03 20:35:24,457 | INFO    | system:global | chatmodel_factory:86 | get | ChatModel Config chosen: {'module': 'llm.chatmodels.adapters.ollama_chatmodel', 'class': 'OllamaChatModel', 'endpoint': 'http://localhost:11434', 'models': ['qwen2:0.5b', 'llama3.2'], 'max_tokens': 512, 'temperature': 0.7, 'request_timeout': 120.0, 'apis': {'chat': {'uri': '/api/chat', 'payload_template': {'messages': [{'role': 'system', 'content': ''}, {'role': 'user', 'content': ''}], 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'generate': {'uri': '/api/generate', 'payload_template': {'prompt': '', 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'response': '', 'done': True, 'done_reason': 'stop', 'context': [], 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'models': {'uri': '/api/tags', 'response_template': {'models': [{'name': '', 'model': '', 'size': ''}]}}}}
2026-01-03 20:35:24,479 | INFO    | system:global | chatmodel_factory:93 | get | Provider and Model: 'ollama' and 'None'
2026-01-03 20:35:24,479 | INFO    | system:global | chatmodel_factory:94 | get | Chat Model Config chosen: {'module': 'llm.chatmodels.adapters.ollama_chatmodel', 'class': 'OllamaChatModel', 'endpoint': 'http://localhost:11434', 'models': ['qwen2:0.5b', 'llama3.2'], 'max_tokens': 512, 'temperature': 0.7, 'request_timeout': 120.0, 'apis': {'chat': {'uri': '/api/chat', 'payload_template': {'messages': [{'role': 'system', 'content': ''}, {'role': 'user', 'content': ''}], 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'generate': {'uri': '/api/generate', 'payload_template': {'prompt': '', 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'response': '', 'done': True, 'done_reason': 'stop', 'context': [], 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'models': {'uri': '/api/tags', 'response_template': {'models': [{'name': '', 'model': '', 'size': ''}]}}}}
2026-01-03 20:36:29,330 | INFO    | system:global | platform:139 | initialize | Bootstrapping this Agentic Platform
2026-01-03 20:36:29,331 | INFO    | system:global | tool_registry:26 | load | Loading platform tools
2026-01-03 20:36:29,331 | INFO    | system:global | tool_registry:32 | load | Registered tool: web_search
2026-01-03 20:36:29,331 | INFO    | system:global | tool_registry:32 | load | Registered tool: calculator
2026-01-03 20:36:29,331 | INFO    | system:global | tool_registry:32 | load | Registered tool: python_exec
2026-01-03 20:36:29,332 | INFO    | system:global | tool_registry:32 | load | Registered tool: memory_write
2026-01-03 20:36:29,332 | INFO    | system:global | tool_registry:32 | load | Registered tool: memory_read
2026-01-03 20:36:29,332 | INFO    | system:global | tool_registry:32 | load | Registered tool: vector_search
2026-01-03 20:36:29,405 | INFO    | system:global | tool_registry:32 | load | Registered tool: http_request
2026-01-03 20:36:30,288 | INFO    | system:global | tool_registry:32 | load | Registered tool: fastmcp_client
2026-01-03 20:36:30,288 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:36:30,288 | INFO    | system:global | tool_registry:32 | load | Registered tool: knowledge_service
2026-01-03 20:36:30,288 | INFO    | system:global | tool_policy:14 | __init__ | Initializing Tool Policy
2026-01-03 20:36:30,289 | INFO    | system:global | platform:163 | initialize | ToolClient initialized
2026-01-03 20:36:30,289 | INFO    | system:global | model_manager:73 | __init__ | Loading Embedding Factory
2026-01-03 20:36:30,289 | INFO    | system:global | embedding_factory:72 | load_config | EmbeddingFactory config loaded
2026-01-03 20:36:30,289 | INFO    | system:global | embedding_factory:115 | get | Provider and Model: 'ollama' and 'nomic-embed-text:latest'
2026-01-03 20:36:30,289 | INFO    | system:global | embedding_factory:116 | get | Embedding Config chosen: {'module': 'llm.embeddings.adapters.ollama_embedding_client', 'class': 'OllamaEmbeddingClient', 'endpoint': 'http://localhost:11434/api/embeddings', 'models': ['nomic-embed-text:latest']}
2026-01-03 20:36:30,289 | INFO    | system:global | ollama_embedding_client:51 | __init__ | Adapter 'llm.embeddings.adapters.ollama_embedding_client' initialized ...
2026-01-03 20:36:30,289 | INFO    | system:global | model_manager:80 | __init__ | Loading Store Factory
2026-01-03 20:36:30,290 | INFO    | system:global | store_factory:70 | load_config | StoreFactory config loaded
2026-01-03 20:36:30,290 | INFO    | system:global | model_manager:87 | __init__ | Initializing Memory Manager
2026-01-03 20:36:30,290 | INFO    | system:global | memory_manager:46 | __init__ | Memory Manager initialized
2026-01-03 20:36:30,290 | INFO    | system:global | model_manager:97 | __init__ | Loading Chat Model Factory
2026-01-03 20:36:30,290 | INFO    | system:global | chatmodel_factory:52 | load_config | ChatModelFactory config loaded
2026-01-03 20:36:30,290 | INFO    | system:global | chatmodel_factory:85 | get | Provider and Model: 'ollama' and 'None'
2026-01-03 20:36:30,291 | INFO    | system:global | chatmodel_factory:86 | get | ChatModel Config chosen: {'module': 'llm.chatmodels.adapters.ollama_chatmodel', 'class': 'OllamaChatModel', 'endpoint': 'http://localhost:11434', 'models': ['qwen2:0.5b', 'llama3.2'], 'max_tokens': 512, 'temperature': 0.7, 'request_timeout': 120.0, 'apis': {'chat': {'uri': '/api/chat', 'payload_template': {'messages': [{'role': 'system', 'content': ''}, {'role': 'user', 'content': ''}], 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'generate': {'uri': '/api/generate', 'payload_template': {'prompt': '', 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'response': '', 'done': True, 'done_reason': 'stop', 'context': [], 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'models': {'uri': '/api/tags', 'response_template': {'models': [{'name': '', 'model': '', 'size': ''}]}}}}
2026-01-03 20:36:30,377 | INFO    | system:global | chatmodel_factory:93 | get | Provider and Model: 'ollama' and 'None'
2026-01-03 20:36:30,377 | INFO    | system:global | chatmodel_factory:94 | get | Chat Model Config chosen: {'module': 'llm.chatmodels.adapters.ollama_chatmodel', 'class': 'OllamaChatModel', 'endpoint': 'http://localhost:11434', 'models': ['qwen2:0.5b', 'llama3.2'], 'max_tokens': 512, 'temperature': 0.7, 'request_timeout': 120.0, 'apis': {'chat': {'uri': '/api/chat', 'payload_template': {'messages': [{'role': 'system', 'content': ''}, {'role': 'user', 'content': ''}], 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'message': {'role': 'assistant', 'content': ''}, 'done': True, 'done_reason': 'stop', 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'generate': {'uri': '/api/generate', 'payload_template': {'prompt': '', 'stream': False, 'options': {'num_predict': 512}}, 'response_template': {'model': '', 'created_at': '', 'response': '', 'done': True, 'done_reason': 'stop', 'context': [], 'total_duration': 0, 'load_duration': 0, 'prompt_eval_count': 0, 'prompt_eval_duration': 0, 'eval_count': 0, 'eval_duration': 0}}, 'models': {'uri': '/api/tags', 'response_template': {'models': [{'name': '', 'model': '', 'size': ''}]}}}}
2026-01-03 20:39:34,391 | INFO    | system:global | platform:139 | initialize | Bootstrapping this Agentic Platform
2026-01-03 20:39:34,391 | INFO    | system:global | tool_registry:26 | load | Loading platform tools
2026-01-03 20:39:34,392 | INFO    | system:global | tool_registry:32 | load | Registered tool: web_search
